"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"4vjbjAiU/","/soccer/france/ligue-1-2015-2016/lille-caen-4vjbjAiU/",TRUE,2016-02-03,"F1","2016","france","Lille","Caen",1,0,1.82,3.74,5.92,NA,NA,NA,NA
"6PFNvN58/","/soccer/italy/serie-a/palermo-ac-milan-6PFNvN58/",TRUE,2016-02-03,"I1","2016","italy","Palermo","AC Milan",0,2,4.3,3.66,2.02,NA,NA,NA,NA
"8hG8ADxn/","/soccer/france/ligue-1-2015-2016/nice-toulouse-8hG8ADxn/",TRUE,2016-02-03,"F1","2016","france","Nice","Toulouse",1,0,2.73,3.3,3.45,NA,NA,NA,NA
"8UmcO1LR/","/soccer/italy/serie-a/verona-atalanta-8UmcO1LR/",TRUE,2016-02-03,"I1","2016","italy","Hellas Verona","Atalanta",2,1,2.48,3.31,3.4,NA,NA,NA,NA
"AwzPJLTr/","/soccer/italy/serie-a/empoli-udinese-AwzPJLTr/",TRUE,2016-02-03,"I1","2016","italy","Empoli","Udinese",1,1,2.18,3.46,4,NA,NA,NA,NA
"C2flQNjF/","/soccer/italy/serie-a/sampdoria-torino-C2flQNjF/",TRUE,2016-02-03,"I1","2016","italy","Sampdoria","Torino",2,2,3.2,3.3,2.65,NA,NA,NA,NA
"dEnjhWMH/","/soccer/france/ligue-1-2015-2016/guingamp-troyes-dEnjhWMH/",TRUE,2016-02-03,"F1","2016","france","Guingamp","Troyes",4,0,1.6,4.4,7.5,NA,NA,NA,NA
"f9EG8i7b/","/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/",TRUE,2016-02-03,"F1","2016","france","Paris Saint-Germain","Lorient",3,1,1.24,7.5,19,NA,NA,NA,NA
"GIFC9Xih/","/soccer/france/ligue-1-2015-2016/lyon-bordeaux-GIFC9Xih/",TRUE,2016-02-03,"F1","2016","france","Lyon","Bordeaux",3,0,1.76,3.94,6,NA,NA,NA,NA
"hMRuGwT7/","/soccer/italy/serie-a/frosinone-bologna-hMRuGwT7/",TRUE,2016-02-03,"I1","2016","italy","Frosinone","Bologna",1,0,3.25,3.35,2.77,NA,NA,NA,NA
"I3ZSIuqk/","/soccer/italy/serie-a/fiorentina-carpi-I3ZSIuqk/",TRUE,2016-02-03,"I1","2016","italy","Fiorentina","Carpi",2,1,1.52,4.95,10.05,NA,NA,NA,NA
"jynfijxO/","/soccer/france/ligue-1-2015-2016/nantes-gfc-ajaccio-jynfijxO/",TRUE,2016-02-03,"F1","2016","france","Nantes","GFC Ajaccio",3,1,2.06,3.3,4.62,NA,NA,NA,NA
"pGERwsLE/","/soccer/italy/serie-a/inter-chievo-pGERwsLE/",TRUE,2016-02-03,"I1","2016","italy","Internazionale","Chievo Verona",1,0,1.52,5,10.32,NA,NA,NA,NA
"Q5bhPs6L/","/soccer/italy/serie-a/lazio-napoli-Q5bhPs6L/",TRUE,2016-02-03,"I1","2016","italy","Lazio","Napoli",0,2,3.94,3.44,2.24,NA,NA,NA,NA
"vJNyHJD1/","/soccer/italy/serie-a/juventus-genoa-vJNyHJD1/",TRUE,2016-02-03,"I1","2016","italy","Juventus","Genoa",1,0,1.41,5.9,15,NA,NA,NA,NA
"xtbM8bBc/","/soccer/england/premier-league-2015-2016/watford-chelsea-xtbM8bBc/",TRUE,2016-02-03,"E0","2016","england","Watford","Chelsea",0,0,5.2,3.88,1.95,NA,NA,NA,NA
"xY3L7BM4/","/soccer/france/ligue-1-2015-2016/reims-angers-xY3L7BM4/",TRUE,2016-02-03,"F1","2016","france","Stade de Reims","Angers",2,1,2.5,3.2,3.92,NA,NA,NA,NA
"Y7iV6xtA/","/soccer/england/premier-league-2015-2016/everton-newcastle-utd-Y7iV6xtA/",TRUE,2016-02-03,"E0","2016","england","Everton","Newcastle",3,0,1.75,4.2,5.3,NA,NA,NA,NA
"jy8P6VyB/","/soccer/france/ligue-1-2015-2016/rennes-st-etienne-jy8P6VyB/",TRUE,2016-02-04,"F1","2016","france","Stade Rennes","St Etienne",0,1,2.28,3.35,4.25,NA,NA,NA,NA
"S8gT3kGK/","/soccer/spain/primera-division/malaga-getafe-S8gT3kGK/",TRUE,2016-02-05,"SP1","2016","spain","Malaga","Getafe",3,0,1.71,3.95,7,NA,NA,NA,NA
"YR32HJpR/","/soccer/germany/bundesliga/b-monchengladbach-werder-bremen-YR32HJpR/",TRUE,2016-02-05,"D1","2016","germany","Borussia Monchengladbach","Werder Bremen",5,1,1.84,4.5,4.9,NA,NA,NA,NA
"0E5fJuGE/","/soccer/germany/bundesliga/schalke-wolfsburg-0E5fJuGE/",TRUE,2016-02-06,"D1","2016","germany","Schalke 04","VfL Wolfsburg",3,0,2.5,3.6,3.1,NA,NA,NA,NA
"0xlsAyw1/","/soccer/germany/bundesliga/hertha-berlin-dortmund-0xlsAyw1/",TRUE,2016-02-06,"D1","2016","germany","Hertha Berlin","Borussia Dortmund",0,0,6.5,4.5,1.65,NA,NA,NA,NA
"29K6vEBP/","/soccer/italy/serie-a/genoa-lazio-29K6vEBP/",TRUE,2016-02-06,"I1","2016","italy","Genoa","Lazio",0,0,2.78,3.26,3.09,NA,NA,NA,NA
"4z8Ys8g1/","/soccer/spain/primera-division/rayo-vallecano-ud-las-palmas-4z8Ys8g1/",TRUE,2016-02-06,"SP1","2016","spain","Rayo Vallecano","Las Palmas",2,0,1.9,4.1,4.8,NA,NA,NA,NA
"6Lkw5GAM/","/soccer/england/premier-league-2015-2016/aston-villa-norwich-6Lkw5GAM/",TRUE,2016-02-06,"E0","2016","england","Aston Villa","Norwich City",2,0,2.6,3.35,3.3,NA,NA,NA,NA
"dxynOW6o/","/soccer/france/ligue-1-2015-2016/gfc-ajaccio-guingamp-dxynOW6o/",TRUE,2016-02-06,"F1","2016","france","GFC Ajaccio","Guingamp",0,0,2.8,3.13,3.26,NA,NA,NA,NA
"EJr1pbnM/","/soccer/england/premier-league-2015-2016/swansea-crystal-palace-EJr1pbnM/",TRUE,2016-02-06,"E0","2016","england","Swansea","Crystal Palace",1,1,2.4,3.28,3.7,NA,NA,NA,NA
"fy5bIaVK/","/soccer/germany/bundesliga/bayer-leverkusen-bayern-munich-fy5bIaVK/",TRUE,2016-02-06,"D1","2016","germany","Bayer Leverkusen","Bayern Munich",0,0,5.8,4.3,1.73,NA,NA,NA,NA
"GxrbLUj4/","/soccer/france/ligue-1-2015-2016/bastia-troyes-GxrbLUj4/",TRUE,2016-02-06,"F1","2016","france","Bastia","Troyes",2,0,1.9,3.64,5.1,NA,NA,NA,NA
"hCpZBc8l/","/soccer/germany/bundesliga/eintracht-frankfurt-vfb-stuttgart-hCpZBc8l/",TRUE,2016-02-06,"D1","2016","germany","Eintracht Frankfurt","VfB Stuttgart",2,4,3,3.7,2.65,NA,NA,NA,NA
"hng0KeA9/","/soccer/england/premier-league-2015-2016/tottenham-watford-hng0KeA9/",TRUE,2016-02-06,"E0","2016","england","Tottenham","Watford",1,0,1.57,4.55,8.1,NA,NA,NA,NA
"MBITrlve/","/soccer/spain/primera-division/gijon-dep-la-coruna-MBITrlve/",TRUE,2016-02-06,"SP1","2016","spain","Sporting Gijon","Deportivo La Coruna",1,1,2.72,3.45,3.04,NA,NA,NA,NA
"Mixj8F7D/","/soccer/germany/bundesliga/ingolstadt-augsburg-Mixj8F7D/",TRUE,2016-02-06,"D1","2016","germany","FC Ingolstadt 04","FC Augsburg",2,1,2.58,3.2,3.22,NA,NA,NA,NA
"nZqwBHNf/","/soccer/germany/bundesliga/hannover-mainz-nZqwBHNf/",TRUE,2016-02-06,"D1","2016","germany","Hannover 96","Mainz",0,1,2.93,3.41,2.81,NA,NA,NA,NA
"O2o6J8LG/","/soccer/france/ligue-1-2015-2016/toulouse-nantes-O2o6J8LG/",TRUE,2016-02-06,"F1","2016","france","Toulouse","Nantes",0,0,2.37,3.32,3.75,NA,NA,NA,NA
"OCldLye3/","/soccer/england/premier-league-2015-2016/stoke-city-everton-OCldLye3/",TRUE,2016-02-06,"E0","2016","england","Stoke City","Everton",0,3,3,3.4,2.8,NA,NA,NA,NA
"Ol6X496N/","/soccer/france/ligue-1-2015-2016/monaco-nice-Ol6X496N/",TRUE,2016-02-06,"F1","2016","france","AS Monaco","Nice",1,0,2,3.5,4.85,NA,NA,NA,NA
"OvuabTwr/","/soccer/spain/primera-division/ath-bilbao-villarreal-OvuabTwr/",TRUE,2016-02-06,"SP1","2016","spain","Athletic Bilbao","Villarreal",0,0,1.88,3.64,5.25,NA,NA,NA,NA
"pb7T5kiH/","/soccer/france/ligue-1-2015-2016/angers-lyon-pb7T5kiH/",TRUE,2016-02-06,"F1","2016","france","Angers","Lyon",0,3,3.84,3.3,2.4,NA,NA,NA,NA
"pCn2Kl6A/","/soccer/france/ligue-1-2015-2016/caen-reims-pCn2Kl6A/",TRUE,2016-02-06,"F1","2016","france","Caen","Stade de Reims",0,2,2.3,3.4,3.78,NA,NA,NA,NA
"pMkhMHuc/","/soccer/england/premier-league-2015-2016/southampton-west-ham-pMkhMHuc/",TRUE,2016-02-06,"E0","2016","england","Southampton","West Ham",1,0,1.8,4,5.75,NA,NA,NA,NA
"rHB9cY2d/","/soccer/england/premier-league-2015-2016/newcastle-utd-west-brom-rHB9cY2d/",TRUE,2016-02-06,"E0","2016","england","Newcastle","West Brom",1,0,2.3,3.4,3.75,NA,NA,NA,NA
"rZn4amUp/","/soccer/france/ligue-1-2015-2016/lorient-montpellier-rZn4amUp/",TRUE,2016-02-06,"F1","2016","france","Lorient","Montpellier",1,1,2.48,3.4,3.4,NA,NA,NA,NA
"UD75bEmj/","/soccer/england/premier-league-2015-2016/manchester-city-leicester-UD75bEmj/",TRUE,2016-02-06,"E0","2016","england","Manchester City","Leicester City",1,3,1.65,4.4,6.3,NA,NA,NA,NA
"Wt0K5Bo8/","/soccer/spain/primera-division/atl-madrid-eibar-Wt0K5Bo8/",TRUE,2016-02-06,"SP1","2016","spain","Atletico Madrid","Eibar",3,1,1.45,5.2,12,NA,NA,NA,NA
"YwW3KhKg/","/soccer/italy/serie-a/bologna-fiorentina-YwW3KhKg/",TRUE,2016-02-06,"I1","2016","italy","Bologna","Fiorentina",1,1,4.69,3.62,2.12,NA,NA,NA,NA
"zi81afYq/","/soccer/england/premier-league-2015-2016/liverpool-sunderland-zi81afYq/",TRUE,2016-02-06,"E0","2016","england","Liverpool","Sunderland",2,2,1.52,4.95,8.6,NA,NA,NA,NA
"04tOFUYO/","/soccer/italy/serie-a/ac-milan-udinese-04tOFUYO/",TRUE,2016-02-07,"I1","2016","italy","AC Milan","Udinese",1,1,1.61,4.27,7.3,NA,NA,NA,NA
"0QXeMEks/","/soccer/italy/serie-a/torino-chievo-0QXeMEks/",TRUE,2016-02-07,"I1","2016","italy","Torino","Chievo Verona",1,2,1.69,3.82,7.06,NA,NA,NA,NA
"6ahX29VQ/","/soccer/spain/primera-division/betis-valencia-6ahX29VQ/",TRUE,2016-02-07,"SP1","2016","spain","Real Betis","Valencia",1,0,2.82,3.3,2.92,NA,NA,NA,NA
"AXbO4V0E/","/soccer/spain/primera-division/levante-barcelona-AXbO4V0E/",TRUE,2016-02-07,"SP1","2016","spain","Levante","Barcelona",0,2,26,11,1.19,NA,NA,NA,NA
"ELoVCwgr/","/soccer/germany/bundesliga/hamburger-koln-ELoVCwgr/",TRUE,2016-02-07,"D1","2016","germany","Hamburg SV","FC Cologne",1,1,2.96,3.34,2.85,NA,NA,NA,NA
"EmvCIWl6/","/soccer/italy/serie-a/atalanta-empoli-EmvCIWl6/",TRUE,2016-02-07,"I1","2016","italy","Atalanta","Empoli",0,0,2.8,3.15,3.18,NA,NA,NA,NA
"fNgkNjMi/","/soccer/france/ligue-1-2015-2016/lille-rennes-fNgkNjMi/",TRUE,2016-02-07,"F1","2016","france","Lille","Stade Rennes",1,1,2.16,3.25,4.75,NA,NA,NA,NA
"hvwGHj4C/","/soccer/italy/serie-a/sassuolo-palermo-hvwGHj4C/",TRUE,2016-02-07,"I1","2016","italy","Sassuolo","Palermo",2,2,1.85,3.84,6.14,NA,NA,NA,NA
"IwCxsS87/","/soccer/spain/primera-division/granada-cf-real-madrid-IwCxsS87/",TRUE,2016-02-07,"SP1","2016","spain","Granada","Real Madrid",1,2,13,6.9,1.36,NA,NA,NA,NA
"IwY7d78f/","/soccer/spain/primera-division/celta-vigo-sevilla-IwY7d78f/",TRUE,2016-02-07,"SP1","2016","spain","Celta Vigo","Sevilla",1,1,3.5,3.6,2.45,NA,NA,NA,NA
"MDsKGAJI/","/soccer/italy/serie-a/napoli-carpi-MDsKGAJI/",TRUE,2016-02-07,"I1","2016","italy","Napoli","Carpi",1,0,1.24,8.3,21,NA,NA,NA,NA
"r1wn9eh7/","/soccer/germany/bundesliga/hoffenheim-darmstadt-r1wn9eh7/",TRUE,2016-02-07,"D1","2016","germany","TSG Hoffenheim","SV Darmstadt 98",0,2,2.1,3.64,4.1,NA,NA,NA,NA
"SUjZ5deG/","/soccer/england/premier-league-2015-2016/bournemouth-arsenal-SUjZ5deG/",TRUE,2016-02-07,"E0","2016","england","Bournemouth","Arsenal",0,2,5.2,3.8,2.01,NA,NA,NA,NA
"tQ0x4TLT/","/soccer/france/ligue-1-2015-2016/bordeaux-st-etienne-tQ0x4TLT/",TRUE,2016-02-07,"F1","2016","france","Bordeaux","St Etienne",1,4,2.26,3.4,4.4,NA,NA,NA,NA
"vHWaLY4m/","/soccer/italy/serie-a/verona-inter-vHWaLY4m/",TRUE,2016-02-07,"I1","2016","italy","Hellas Verona","Internazionale",3,3,5,3.8,1.92,NA,NA,NA,NA
"vVBYZXJt/","/soccer/italy/serie-a/frosinone-juventus-vVBYZXJt/",TRUE,2016-02-07,"I1","2016","italy","Frosinone","Juventus",0,2,17,6.7,1.34,NA,NA,NA,NA
"WOl7JCZa/","/soccer/italy/serie-a/as-roma-sampdoria-WOl7JCZa/",TRUE,2016-02-07,"I1","2016","italy","AS Roma","Sampdoria",2,1,1.57,4.5,7.8,NA,NA,NA,NA
"xnqfMAyb/","/soccer/france/ligue-1-2015-2016/marseille-paris-sg-xnqfMAyb/",TRUE,2016-02-07,"F1","2016","france","Marseille","Paris Saint-Germain",1,2,5.3,3.72,1.92,NA,NA,NA,NA
"YsMZ3zQS/","/soccer/england/premier-league-2015-2016/chelsea-manchester-united-YsMZ3zQS/",TRUE,2016-02-07,"E0","2016","england","Chelsea","Manchester Utd",1,1,2.23,3.45,3.96,NA,NA,NA,NA
"zFr3cmgl/","/soccer/spain/primera-division/espanyol-real-sociedad-zFr3cmgl/",TRUE,2016-02-08,"SP1","2016","spain","Espanyol","Real Sociedad",0,5,2.7,3.3,3.05,NA,NA,NA,NA
"jkc8nB3n/","/soccer/italy/serie-a/lazio-verona-jkc8nB3n/",TRUE,2016-02-11,"I1","2016","italy","Lazio","Hellas Verona",5,2,1.53,4.8,9.2,NA,NA,NA,NA
"byCEkpwK/","/soccer/spain/primera-division/gijon-rayo-vallecano-byCEkpwK/",TRUE,2016-02-12,"SP1","2016","spain","Sporting Gijon","Rayo Vallecano",2,2,2.47,3.44,3.3,NA,NA,NA,NA
"GEcPMEM6/","/soccer/germany/bundesliga/mainz-schalke-GEcPMEM6/",TRUE,2016-02-12,"D1","2016","germany","Mainz","Schalke 04",2,1,2.9,3.46,2.87,NA,NA,NA,NA
"hfRwXV3a/","/soccer/italy/serie-a/carpi-as-roma-hfRwXV3a/",TRUE,2016-02-12,"I1","2016","italy","Carpi","AS Roma",1,3,4.85,3.7,2.03,NA,NA,NA,NA
"Mco6FaKr/","/soccer/france/ligue-1-2015-2016/rennes-angers-Mco6FaKr/",TRUE,2016-02-12,"F1","2016","france","Stade Rennes","Angers",1,0,2.16,3.4,4.5,NA,NA,NA,NA
"0QHbS7IU/","/soccer/italy/serie-a/juventus-napoli-0QHbS7IU/",TRUE,2016-02-13,"I1","2016","italy","Juventus","Napoli",1,0,2.27,3.2,4.45,NA,NA,NA,NA
"29rQrE47/","/soccer/spain/primera-division/real-madrid-ath-bilbao-29rQrE47/",TRUE,2016-02-13,"SP1","2016","spain","Real Madrid","Athletic Bilbao",4,2,1.41,5.9,9.9,NA,NA,NA,NA
"AycTLYyD/","/soccer/germany/bundesliga/darmstadt-bayer-leverkusen-AycTLYyD/",TRUE,2016-02-13,"D1","2016","germany","SV Darmstadt 98","Bayer Leverkusen",1,2,4.55,3.6,2.01,NA,NA,NA,NA
"CQ2r0KKe/","/soccer/france/ligue-1-2015-2016/gfc-ajaccio-troyes-CQ2r0KKe/",TRUE,2016-02-13,"F1","2016","france","GFC Ajaccio","Troyes",2,3,1.71,4.07,6.7,NA,NA,NA,NA
"CrAtYBlg/","/soccer/italy/serie-a/empoli-frosinone-CrAtYBlg/",TRUE,2016-02-13,"I1","2016","italy","Empoli","Frosinone",1,2,1.58,4.56,8.13,NA,NA,NA,NA
"f7cppO0s/","/soccer/spain/primera-division/valencia-espanyol-f7cppO0s/",TRUE,2016-02-13,"SP1","2016","spain","Valencia","Espanyol",2,1,1.82,4.05,6.4,NA,NA,NA,NA
"hbBIl4hQ/","/soccer/spain/primera-division/villarreal-malaga-hbBIl4hQ/",TRUE,2016-02-13,"SP1","2016","spain","Villarreal","Malaga",1,0,2.19,3.3,4.2,NA,NA,NA,NA
"I33v105k/","/soccer/france/ligue-1-2015-2016/guingamp-bordeaux-I33v105k/",TRUE,2016-02-13,"F1","2016","france","Guingamp","Bordeaux",2,4,2.48,3.2,3.48,NA,NA,NA,NA
"j97NNNC2/","/soccer/france/ligue-1-2015-2016/montpellier-toulouse-j97NNNC2/",TRUE,2016-02-13,"F1","2016","france","Montpellier","Toulouse",2,0,2.44,3.25,3.6,NA,NA,NA,NA
"jH1navz2/","/soccer/france/ligue-1-2015-2016/nantes-lorient-jH1navz2/",TRUE,2016-02-13,"F1","2016","france","Nantes","Lorient",2,1,2.07,3.4,5.11,NA,NA,NA,NA
"KlavKuCR/","/soccer/france/ligue-1-2015-2016/reims-bastia-KlavKuCR/",TRUE,2016-02-13,"F1","2016","france","Stade de Reims","Bastia",0,1,1.94,3.31,6.15,NA,NA,NA,NA
"Kn4GOzhf/","/soccer/germany/bundesliga/werder-bremen-hoffenheim-Kn4GOzhf/",TRUE,2016-02-13,"D1","2016","germany","Werder Bremen","TSG Hoffenheim",1,1,2.22,3.8,3.77,NA,NA,NA,NA
"lbQXWbpE/","/soccer/germany/bundesliga/dortmund-hannover-lbQXWbpE/",TRUE,2016-02-13,"D1","2016","germany","Borussia Dortmund","Hannover 96",1,0,1.24,9.2,20,NA,NA,NA,NA
"M7WrCXHk/","/soccer/england/premier-league-2015-2016/crystal-palace-watford-M7WrCXHk/",TRUE,2016-02-13,"E0","2016","england","Crystal Palace","Watford",1,2,2.3,3.38,4,NA,NA,NA,NA
"nZ58QdNs/","/soccer/germany/bundesliga/vfb-stuttgart-hertha-berlin-nZ58QdNs/",TRUE,2016-02-13,"D1","2016","germany","VfB Stuttgart","Hertha Berlin",2,0,2.27,3.6,3.75,NA,NA,NA,NA
"ptIwYEv9/","/soccer/england/premier-league-2015-2016/sunderland-manchester-united-ptIwYEv9/",TRUE,2016-02-13,"E0","2016","england","Sunderland","Manchester Utd",2,1,5.3,3.78,1.87,NA,NA,NA,NA
"rHXvDD2q/","/soccer/england/premier-league-2015-2016/chelsea-newcastle-utd-rHXvDD2q/",TRUE,2016-02-13,"E0","2016","england","Chelsea","Newcastle",5,1,1.46,5.5,9.5,NA,NA,NA,NA
"SlPyWIaK/","/soccer/germany/bundesliga/wolfsburg-ingolstadt-SlPyWIaK/",TRUE,2016-02-13,"D1","2016","germany","VfL Wolfsburg","FC Ingolstadt 04",2,0,1.84,3.78,5.6,NA,NA,NA,NA
"SMn5qI1S/","/soccer/england/premier-league-2015-2016/swansea-southampton-SMn5qI1S/",TRUE,2016-02-13,"E0","2016","england","Swansea","Southampton",0,1,3.3,3.26,2.56,NA,NA,NA,NA
"t0sUsYJD/","/soccer/spain/primera-division/dep-la-coruna-betis-t0sUsYJD/",TRUE,2016-02-13,"SP1","2016","spain","Deportivo La Coruna","Real Betis",2,2,1.94,3.52,5.48,NA,NA,NA,NA
"vqRmBiXe/","/soccer/england/premier-league-2015-2016/everton-west-brom-vqRmBiXe/",TRUE,2016-02-13,"E0","2016","england","Everton","West Brom",0,1,1.55,4.55,8.35,NA,NA,NA,NA
"WxEZYfP2/","/soccer/england/premier-league-2015-2016/norwich-west-ham-WxEZYfP2/",TRUE,2016-02-13,"E0","2016","england","Norwich City","West Ham",2,2,2.63,3.4,3.12,NA,NA,NA,NA
"Wxh4JFPF/","/soccer/england/premier-league-2015-2016/bournemouth-stoke-city-Wxh4JFPF/",TRUE,2016-02-13,"E0","2016","england","Bournemouth","Stoke City",1,3,2,3.7,4.5,NA,NA,NA,NA
"xObLNf70/","/soccer/germany/bundesliga/koln-eintracht-frankfurt-xObLNf70/",TRUE,2016-02-13,"D1","2016","germany","FC Cologne","Eintracht Frankfurt",3,1,1.92,4.2,5.2,NA,NA,NA,NA
"xQ9ZKLdL/","/soccer/france/ligue-1-2015-2016/paris-sg-lille-xQ9ZKLdL/",TRUE,2016-02-13,"F1","2016","france","Paris Saint-Germain","Lille",0,0,1.52,4.5,9.5,NA,NA,NA,NA
"YiBxZiZn/","/soccer/italy/serie-a/chievo-sassuolo-YiBxZiZn/",TRUE,2016-02-13,"I1","2016","italy","Chievo Verona","Sassuolo",1,1,3.64,3.1,2.75,NA,NA,NA,NA
"40az2tjq/","/soccer/france/ligue-1-2015-2016/st-etienne-monaco-40az2tjq/",TRUE,2016-02-14,"F1","2016","france","St Etienne","AS Monaco",1,1,2.59,3.2,3.35,NA,NA,NA,NA
"8YTMqfk1/","/soccer/spain/primera-division/eibar-levante-8YTMqfk1/",TRUE,2016-02-14,"SP1","2016","spain","Eibar","Levante",2,0,2.12,3.5,4.2,NA,NA,NA,NA
"ADEtVxFQ/","/soccer/germany/bundesliga/hamburger-b-monchengladbach-ADEtVxFQ/",TRUE,2016-02-14,"D1","2016","germany","Hamburg SV","Borussia Monchengladbach",3,2,3.75,3.7,2.22,NA,NA,NA,NA
"Cbb4milt/","/soccer/italy/serie-a/fiorentina-inter-Cbb4milt/",TRUE,2016-02-14,"I1","2016","italy","Fiorentina","Internazionale",2,1,2.32,3.32,3.9,NA,NA,NA,NA
"CrhkqrGm/","/soccer/spain/primera-division/barcelona-celta-vigo-CrhkqrGm/",TRUE,2016-02-14,"SP1","2016","spain","Barcelona","Celta Vigo",6,1,1.12,17,41,NA,NA,NA,NA
"E1s9IZvM/","/soccer/england/premier-league-2015-2016/arsenal-leicester-E1s9IZvM/",TRUE,2016-02-14,"E0","2016","england","Arsenal","Leicester City",2,1,1.75,4.4,5.5,NA,NA,NA,NA
"IZPiABn2/","/soccer/england/premier-league-2015-2016/manchester-city-tottenham-IZPiABn2/",TRUE,2016-02-14,"E0","2016","england","Manchester City","Tottenham",1,2,2.2,3.55,3.9,NA,NA,NA,NA
"jZjgr2Vg/","/soccer/spain/primera-division/real-sociedad-granada-cf-jZjgr2Vg/",TRUE,2016-02-14,"SP1","2016","spain","Real Sociedad","Granada",3,0,1.74,4,5.9,NA,NA,NA,NA
"MZIfTm3O/","/soccer/italy/serie-a/ac-milan-genoa-MZIfTm3O/",TRUE,2016-02-14,"I1","2016","italy","AC Milan","Genoa",2,1,1.71,4,7.45,NA,NA,NA,NA
"OM5VL1sF/","/soccer/france/ligue-1-2015-2016/lyon-caen-OM5VL1sF/",TRUE,2016-02-14,"F1","2016","france","Lyon","Caen",4,1,1.57,4.5,8.65,NA,NA,NA,NA
"pdjcsMp0/","/soccer/spain/primera-division/sevilla-ud-las-palmas-pdjcsMp0/",TRUE,2016-02-14,"SP1","2016","spain","Sevilla","Las Palmas",2,0,1.41,6.2,12,NA,NA,NA,NA
"pY7AjQND/","/soccer/spain/primera-division/getafe-atl-madrid-pY7AjQND/",TRUE,2016-02-14,"SP1","2016","spain","Getafe","Atletico Madrid",0,1,9.9,4.5,1.58,NA,NA,NA,NA
"Q7PoV9YB/","/soccer/italy/serie-a/sampdoria-atalanta-Q7PoV9YB/",TRUE,2016-02-14,"I1","2016","italy","Sampdoria","Atalanta",0,0,2.26,3.4,3.88,NA,NA,NA,NA
"QyoDHgfS/","/soccer/england/premier-league-2015-2016/aston-villa-liverpool-QyoDHgfS/",TRUE,2016-02-14,"E0","2016","england","Aston Villa","Liverpool",0,6,5.9,3.88,1.81,NA,NA,NA,NA
"td5CPGxl/","/soccer/germany/bundesliga/augsburg-bayern-munich-td5CPGxl/",TRUE,2016-02-14,"D1","2016","germany","FC Augsburg","Bayern Munich",1,3,14,6.4,1.37,NA,NA,NA,NA
"Ua6RMsS8/","/soccer/france/ligue-1-2015-2016/nice-marseille-Ua6RMsS8/",TRUE,2016-02-14,"F1","2016","france","Nice","Marseille",1,1,3.54,3.32,2.51,NA,NA,NA,NA
"vBTkUTmI/","/soccer/italy/serie-a/palermo-torino-vBTkUTmI/",TRUE,2016-02-14,"I1","2016","italy","Palermo","Torino",1,3,3.96,3.3,2.45,NA,NA,NA,NA
"WpQsWkJ5/","/soccer/italy/serie-a/udinese-bologna-WpQsWkJ5/",TRUE,2016-02-14,"I1","2016","italy","Udinese","Bologna",0,1,2.22,3.32,4.6,NA,NA,NA,NA
"YN1zRorT/","/soccer/spain/primera-division/gijon-barcelona-YN1zRorT/",TRUE,2016-02-17,"SP1","2016","spain","Sporting Gijon","Barcelona",1,3,20,9,1.22,NA,NA,NA,NA
"4z0HnHMu/","/soccer/spain/primera-division/levante-getafe-4z0HnHMu/",TRUE,2016-02-19,"SP1","2016","spain","Levante","Getafe",3,0,2.3,3.5,3.8,NA,NA,NA,NA
"865iQmTb/","/soccer/germany/bundesliga/eintracht-frankfurt-hamburger-865iQmTb/",TRUE,2016-02-19,"D1","2016","germany","Eintracht Frankfurt","Hamburg SV",0,0,2.39,3.66,3.25,NA,NA,NA,NA
"CnvJCc41/","/soccer/france/ligue-1-2015-2016/bordeaux-nice-CnvJCc41/",TRUE,2016-02-19,"F1","2016","france","Bordeaux","Nice",0,0,2.14,3.4,4.12,NA,NA,NA,NA
"ETsYt7XN/","/soccer/italy/serie-a/bologna-juventus-ETsYt7XN/",TRUE,2016-02-19,"I1","2016","italy","Bologna","Juventus",0,0,8.4,3.8,1.7,NA,NA,NA,NA
"4Yb0ORcB/","/soccer/germany/bundesliga/hertha-berlin-wolfsburg-4Yb0ORcB/",TRUE,2016-02-20,"D1","2016","germany","Hertha Berlin","VfL Wolfsburg",1,1,2.88,3.48,2.75,NA,NA,NA,NA
"beb4NoDH/","/soccer/germany/bundesliga/hoffenheim-mainz-beb4NoDH/",TRUE,2016-02-20,"D1","2016","germany","TSG Hoffenheim","Mainz",3,2,2.69,3.58,3,NA,NA,NA,NA
"C6jxrgyB/","/soccer/spain/primera-division/betis-gijon-C6jxrgyB/",TRUE,2016-02-20,"SP1","2016","spain","Real Betis","Sporting Gijon",1,1,2.17,3.46,4.33,NA,NA,NA,NA
"I1lPrT2B/","/soccer/italy/serie-a/verona-chievo-I1lPrT2B/",TRUE,2016-02-20,"I1","2016","italy","Hellas Verona","Chievo Verona",3,1,2.66,3.22,3.25,NA,NA,NA,NA
"IorAvKUI/","/soccer/spain/primera-division/ud-las-palmas-barcelona-IorAvKUI/",TRUE,2016-02-20,"SP1","2016","spain","Las Palmas","Barcelona",1,2,16.5,7.8,1.28,NA,NA,NA,NA
